path,sign
data/yero/raw_landmarks/Resep Obat Sakit Perut_20.parquet,obat
data/yero/raw_landmarks/Resep Obat Sakit Perut_21.parquet,sakit
data/yero/raw_landmarks/Resep Obat Sakit Perut_22.parquet,perut
data/yero/raw_landmarks/Resep Obat Demam_0.parquet,resep
data/yero/raw_landmarks/Resep Obat Demam_1.parquet,obat
data/yero/raw_landmarks/Resep Obat Demam_2.parquet,demam
data/yero/raw_landmarks/Resep Obat Demam_3.parquet,resep
data/yero/raw_landmarks/Resep Obat Demam_4.parquet,obat
data/yero/raw_landmarks/Resep Obat Demam_5.parquet,demam
data/yero/raw_landmarks/Resep Obat Demam_6.parquet,resep
data/yero/raw_landmarks/Resep Obat Demam_7.parquet,obat
data/yero/raw_landmarks/Resep Obat Demam_8.parquet,demam
data/yero/raw_landmarks/Resep Obat Demam_9.parquet,resep
data/yero/raw_landmarks/Resep Obat Demam_10.parquet,obat
data/yero/raw_landmarks/Resep Obat Demam_11.parquet,demam
data/yero/raw_landmarks/Resep Obat Demam_12.parquet,resep
data/yero/raw_landmarks/Resep Obat Demam_13.parquet,obat
data/yero/raw_landmarks/Resep Obat Demam_14.parquet,demam
data/yero/raw_landmarks/Resep Obat Sakit Gigi_0.parquet,resep
data/yero/raw_landmarks/Resep Obat Sakit Gigi_1.parquet,obat
data/yero/raw_landmarks/Resep Obat Sakit Gigi_2.parquet,gigi
data/yero/raw_landmarks/Resep Obat Sakit Gigi_3.parquet,resep
data/yero/raw_landmarks/Resep Obat Sakit Gigi_4.parquet,obat
data/yero/raw_landmarks/Resep Obat Sakit Gigi_5.parquet,gigi
data/yero/raw_landmarks/Resep Obat Sakit Gigi_6.parquet,resep
data/yero/raw_landmarks/Resep Obat Sakit Gigi_7.parquet,obat
data/yero/raw_landmarks/Resep Obat Sakit Gigi_8.parquet,gigi
data/yero/raw_landmarks/Resep Obat Sakit Gigi_9.parquet,resep
data/yero/raw_landmarks/Resep Obat Sakit Gigi_10.parquet,obat
data/yero/raw_landmarks/Resep Obat Sakit Gigi_11.parquet,gigi
data/yero/raw_landmarks/Resep Obat Sakit Gigi_12.parquet,resep
data/yero/raw_landmarks/Resep Obat Sakit Gigi_13.parquet,obat
data/yero/raw_landmarks/Resep Obat Sakit Gigi_14.parquet,resep
data/yero/raw_landmarks/Resep Obat Sakit Gigi_15.parquet,obat
data/yero/raw_landmarks/Resep Obat Sakit Gigi_16.parquet,gigi
data/yero/raw_landmarks/Resep Obat Sakit Gigi_17.parquet,resep
data/yero/raw_landmarks/Resep Obat Sakit Gigi_18.parquet,obat
data/yero/raw_landmarks/Resep Obat Sakit Gigi_19.parquet,gigi
data/yero/raw_landmarks/Resep Obat Sakit Gigi_20.parquet,resep
data/yero/raw_landmarks/Resep Obat Sakit Gigi_21.parquet,obat
data/yero/raw_landmarks/Resep Obat Sakit Gigi_22.parquet,gigi
data/yero/raw_landmarks/Minum Obat Batuk_0.parquet,minum
data/yero/raw_landmarks/Minum Obat Batuk_1.parquet,obat
data/yero/raw_landmarks/Minum Obat Batuk_2.parquet,batuk
data/yero/raw_landmarks/Minum Obat Batuk_3.parquet,minum
data/yero/raw_landmarks/Minum Obat Batuk_4.parquet,obat
data/yero/raw_landmarks/Minum Obat Batuk_5.parquet,batuk
data/yero/raw_landmarks/Minum Obat Batuk_6.parquet,minum
data/yero/raw_landmarks/Minum Obat Batuk_7.parquet,obat
data/yero/raw_landmarks/Minum Obat Batuk_8.parquet,batuk
data/yero/raw_landmarks/Minum Obat Batuk_9.parquet,minum
data/yero/raw_landmarks/Minum Obat Batuk_10.parquet,obat
data/yero/raw_landmarks/Minum Obat Batuk_11.parquet,batuk
data/yero/raw_landmarks/Minum Obat Batuk_12.parquet,minum
data/yero/raw_landmarks/Minum Obat Batuk_13.parquet,obat
data/yero/raw_landmarks/Minum Obat Batuk_14.parquet,batuk
data/yero/raw_landmarks/Minum Obat Batuk_15.parquet,minum
data/yero/raw_landmarks/Minum Obat Batuk_16.parquet,obat
data/yero/raw_landmarks/Minum Obat Batuk_17.parquet,batuk
data/yero/raw_landmarks/Minum Obat Saki Gigi_0.parquet,minum
data/yero/raw_landmarks/Minum Obat Saki Gigi_1.parquet,obat
data/yero/raw_landmarks/Minum Obat Saki Gigi_2.parquet,sakit
data/yero/raw_landmarks/Minum Obat Saki Gigi_3.parquet,gigi
data/yero/raw_landmarks/Minum Obat Saki Gigi_4.parquet,minum
data/yero/raw_landmarks/Minum Obat Saki Gigi_5.parquet,obat
data/yero/raw_landmarks/Minum Obat Saki Gigi_6.parquet,sakit
data/yero/raw_landmarks/Minum Obat Saki Gigi_7.parquet,gigi
data/yero/raw_landmarks/Minum Obat Saki Gigi_8.parquet,minum
data/yero/raw_landmarks/Minum Obat Saki Gigi_9.parquet,obat
data/yero/raw_landmarks/Minum Obat Saki Gigi_10.parquet,sakit
data/yero/raw_landmarks/Minum Obat Saki Gigi_11.parquet,gigi
data/yero/raw_landmarks/Minum Obat Saki Gigi_12.parquet,minum
data/yero/raw_landmarks/Minum Obat Saki Gigi_13.parquet,obat
data/yero/raw_landmarks/Minum Obat Saki Gigi_14.parquet,sakit
data/yero/raw_landmarks/Minum Obat Saki Gigi_15.parquet,gigi
data/yero/raw_landmarks/Minum Obat Saki Gigi_16.parquet,minum
data/yero/raw_landmarks/Minum Obat Saki Gigi_17.parquet,obat
data/yero/raw_landmarks/Minum Obat Saki Gigi_18.parquet,sakit
data/yero/raw_landmarks/Minum Obat Saki Gigi_19.parquet,gigi
data/yero/raw_landmarks/Minum Obat Saki Gigi_20.parquet,minum
data/yero/raw_landmarks/Minum Obat Saki Gigi_21.parquet,obat
data/yero/raw_landmarks/Minum Obat Saki Gigi_22.parquet,sakit
data/yero/raw_landmarks/Minum Obat Saki Gigi_23.parquet,gigi
data/yero/raw_landmarks/Minum Obat Saki Gigi_24.parquet,minum
data/yero/raw_landmarks/Minum Obat Saki Gigi_25.parquet,obat
data/yero/raw_landmarks/Minum Obat Saki Gigi_26.parquet,sakit
data/yero/raw_landmarks/Minum Obat Saki Gigi_27.parquet,gigi
