path,sign,total_frame
data/yero/raw_landmarks/Minum Obat Sakit Kepala_3.parquet,kepala,27
data/yero/raw_landmarks/Minum Obat Sakit Kepala_4.parquet,minum,17
data/yero/raw_landmarks/Minum Obat Sakit Kepala_5.parquet,obat,18
data/yero/raw_landmarks/Minum Obat Sakit Kepala_6.parquet,sakit,23
data/yero/raw_landmarks/Minum Obat Sakit Kepala_7.parquet,kepala,26
data/yero/raw_landmarks/Minum Obat Sakit Kepala_8.parquet,minum,24
data/yero/raw_landmarks/Minum Obat Sakit Kepala_9.parquet,obat,19
data/yero/raw_landmarks/Minum Obat Sakit Kepala_10.parquet,sakit,22
data/yero/raw_landmarks/Minum Obat Sakit Kepala_11.parquet,kepala,26
data/yero/raw_landmarks/Minum Obat Sakit Kepala_12.parquet,minum,23
data/yero/raw_landmarks/Minum Obat Sakit Kepala_13.parquet,obat,22
data/yero/raw_landmarks/Minum Obat Sakit Kepala_14.parquet,sakit,26
data/yero/raw_landmarks/Minum Obat Sakit Kepala_15.parquet,kepala,24
data/yero/raw_landmarks/Minum Obat Sakit Kepala_16.parquet,obat,22
data/yero/raw_landmarks/Minum Obat Sakit Kepala_17.parquet,sakit,23
data/yero/raw_landmarks/Minum Obat Sakit Kepala_18.parquet,kepala,27
data/yero/raw_landmarks/Minum Obat Sakit Kepala_19.parquet,minum,19
data/yero/raw_landmarks/Minum Obat Sakit Kepala_20.parquet,obat,27
data/yero/raw_landmarks/Minum Obat Sakit Kepala_21.parquet,sakit,23
data/yero/raw_landmarks/Minum Obat Sakit Kepala_22.parquet,kepala,25
data/yero/raw_landmarks/Minum Obat Sakit Perut_0.parquet,minum,22
data/yero/raw_landmarks/Minum Obat Sakit Perut_1.parquet,obat,16
data/yero/raw_landmarks/Minum Obat Sakit Perut_2.parquet,sakit,30
data/yero/raw_landmarks/Minum Obat Sakit Perut_3.parquet,perut,31
data/yero/raw_landmarks/Minum Obat Sakit Perut_4.parquet,minum,24
data/yero/raw_landmarks/Minum Obat Sakit Perut_5.parquet,obat,21
data/yero/raw_landmarks/Minum Obat Sakit Perut_6.parquet,sakit,24
data/yero/raw_landmarks/Minum Obat Sakit Perut_7.parquet,perut,30
data/yero/raw_landmarks/Minum Obat Sakit Perut_8.parquet,minum,25
data/yero/raw_landmarks/Minum Obat Sakit Perut_9.parquet,obat,23
data/yero/raw_landmarks/Minum Obat Sakit Perut_10.parquet,perut,25
data/yero/raw_landmarks/Minum Obat Sakit Perut_11.parquet,minum,24
data/yero/raw_landmarks/Minum Obat Sakit Perut_12.parquet,obat,18
data/yero/raw_landmarks/Minum Obat Sakit Perut_13.parquet,sakit,25
data/yero/raw_landmarks/Minum Obat Sakit Perut_14.parquet,perut,24
data/yero/raw_landmarks/Minum Obat Sakit Perut_15.parquet,minum,20
data/yero/raw_landmarks/Minum Obat Sakit Perut_16.parquet,obat,21
data/yero/raw_landmarks/Minum Obat Sakit Perut_17.parquet,sakit,26
data/yero/raw_landmarks/Minum Obat Sakit Perut_18.parquet,perut,24
data/yero/raw_landmarks/Minum Obat Sakit Perut_19.parquet,minum,26
data/yero/raw_landmarks/Minum Obat Sakit Perut_20.parquet,obat,25
data/yero/raw_landmarks/Minum Obat Sakit Perut_21.parquet,sakit,25
data/yero/raw_landmarks/Minum Obat Sakit Perut_22.parquet,perut,23
data/yero/raw_landmarks/Minum Obat Sakit Perut_23.parquet,minum,27
data/yero/raw_landmarks/Minum Obat Sakit Perut_24.parquet,obat,23
data/yero/raw_landmarks/Minum Obat Sakit Perut_25.parquet,sakit,24
data/yero/raw_landmarks/Minum Obat Sakit Perut_26.parquet,perut,18
data/yero/raw_landmarks/Resep Obat Batuk_0.parquet,resep,32
data/yero/raw_landmarks/Resep Obat Batuk_1.parquet,obat,30
data/yero/raw_landmarks/Resep Obat Batuk_2.parquet,batuk,33
data/yero/raw_landmarks/Resep Obat Batuk_3.parquet,resep,39
data/yero/raw_landmarks/Resep Obat Batuk_4.parquet,obat,27
data/yero/raw_landmarks/Resep Obat Batuk_5.parquet,batuk,32
data/yero/raw_landmarks/Resep Obat Batuk_6.parquet,resep,43
data/yero/raw_landmarks/Resep Obat Batuk_7.parquet,obat,27
data/yero/raw_landmarks/Resep Obat Batuk_8.parquet,batuk,30
data/yero/raw_landmarks/Resep Obat Batuk_9.parquet,obat,28
data/yero/raw_landmarks/Resep Obat Batuk_10.parquet,batuk,32
data/yero/raw_landmarks/Resep Obat Batuk_11.parquet,resep,36
data/yero/raw_landmarks/Resep Obat Batuk_12.parquet,obat,28
data/yero/raw_landmarks/Resep Obat Batuk_13.parquet,batuk,31
data/yero/raw_landmarks/Resep Obat Sakit Kepala_0.parquet,resep,33
data/yero/raw_landmarks/Resep Obat Sakit Kepala_1.parquet,obat,26
data/yero/raw_landmarks/Resep Obat Sakit Kepala_2.parquet,sakit,30
data/yero/raw_landmarks/Resep Obat Sakit Kepala_3.parquet,kepala,36
data/yero/raw_landmarks/Resep Obat Sakit Kepala_4.parquet,resep,30
data/yero/raw_landmarks/Resep Obat Sakit Kepala_5.parquet,obat,34
data/yero/raw_landmarks/Resep Obat Sakit Kepala_6.parquet,sakit,35
data/yero/raw_landmarks/Resep Obat Sakit Kepala_7.parquet,kepala,31
data/yero/raw_landmarks/Resep Obat Sakit Kepala_8.parquet,resep,36
data/yero/raw_landmarks/Resep Obat Sakit Kepala_9.parquet,obat,32
data/yero/raw_landmarks/Resep Obat Sakit Kepala_10.parquet,sakit,37
data/yero/raw_landmarks/Resep Obat Sakit Kepala_11.parquet,kepala,28
data/yero/raw_landmarks/Resep Obat Sakit Kepala_12.parquet,resep,40
data/yero/raw_landmarks/Resep Obat Sakit Kepala_13.parquet,obat,27
data/yero/raw_landmarks/Resep Obat Sakit Kepala_14.parquet,sakit,33
data/yero/raw_landmarks/Resep Obat Sakit Kepala_15.parquet,kepala,36
data/yero/raw_landmarks/Resep Obat Sakit Kepala_16.parquet,resep,31
data/yero/raw_landmarks/Resep Obat Sakit Kepala_17.parquet,obat,27
data/yero/raw_landmarks/Resep Obat Sakit Kepala_18.parquet,sakit,37
data/yero/raw_landmarks/Resep Obat Sakit Kepala_19.parquet,kepala,28
data/yero/raw_landmarks/Resep Obat Sakit Perut_0.parquet,obat,21
data/yero/raw_landmarks/Resep Obat Sakit Perut_1.parquet,sakit,26
data/yero/raw_landmarks/Resep Obat Sakit Perut_2.parquet,perut,31
data/yero/raw_landmarks/Resep Obat Sakit Perut_3.parquet,resep,36
data/yero/raw_landmarks/Resep Obat Sakit Perut_4.parquet,obat,31
data/yero/raw_landmarks/Resep Obat Sakit Perut_5.parquet,sakit,36
data/yero/raw_landmarks/Resep Obat Sakit Perut_6.parquet,perut,32
data/yero/raw_landmarks/Resep Obat Sakit Perut_7.parquet,resep,35
data/yero/raw_landmarks/Resep Obat Sakit Perut_8.parquet,obat,31
data/yero/raw_landmarks/Resep Obat Sakit Perut_9.parquet,sakit,32
data/yero/raw_landmarks/Resep Obat Sakit Perut_10.parquet,perut,33
data/yero/raw_landmarks/Resep Obat Sakit Perut_11.parquet,resep,36
data/yero/raw_landmarks/Resep Obat Sakit Perut_12.parquet,obat,30
data/yero/raw_landmarks/Resep Obat Sakit Perut_13.parquet,sakit,39
data/yero/raw_landmarks/Resep Obat Sakit Perut_14.parquet,perut,38
data/yero/raw_landmarks/Resep Obat Sakit Perut_15.parquet,resep,34
data/yero/raw_landmarks/Resep Obat Sakit Perut_16.parquet,obat,32
data/yero/raw_landmarks/Resep Obat Sakit Perut_17.parquet,sakit,31
data/yero/raw_landmarks/Resep Obat Sakit Perut_18.parquet,perut,22
data/yero/raw_landmarks/Resep Obat Sakit Perut_19.parquet,resep,34
data/yero/raw_landmarks/Resep Obat Sakit Perut_20.parquet,obat,25
data/yero/raw_landmarks/Resep Obat Sakit Perut_21.parquet,sakit,31
data/yero/raw_landmarks/Resep Obat Sakit Perut_22.parquet,perut,26
data/yero/raw_landmarks/Resep Obat Demam_0.parquet,resep,42
data/yero/raw_landmarks/Resep Obat Demam_1.parquet,obat,39
data/yero/raw_landmarks/Resep Obat Demam_2.parquet,demam,39
data/yero/raw_landmarks/Resep Obat Demam_3.parquet,resep,31
data/yero/raw_landmarks/Resep Obat Demam_4.parquet,obat,36
data/yero/raw_landmarks/Resep Obat Demam_5.parquet,demam,37
data/yero/raw_landmarks/Resep Obat Demam_6.parquet,resep,28
data/yero/raw_landmarks/Resep Obat Demam_7.parquet,obat,24
data/yero/raw_landmarks/Resep Obat Demam_8.parquet,demam,32
data/yero/raw_landmarks/Resep Obat Demam_9.parquet,resep,27
data/yero/raw_landmarks/Resep Obat Demam_10.parquet,obat,26
data/yero/raw_landmarks/Resep Obat Demam_11.parquet,demam,36
data/yero/raw_landmarks/Resep Obat Demam_12.parquet,resep,30
data/yero/raw_landmarks/Resep Obat Demam_13.parquet,obat,25
data/yero/raw_landmarks/Resep Obat Demam_14.parquet,demam,36
data/yero/raw_landmarks/Resep Obat Sakit Gigi_0.parquet,resep,39
data/yero/raw_landmarks/Resep Obat Sakit Gigi_1.parquet,obat,27
data/yero/raw_landmarks/Resep Obat Sakit Gigi_2.parquet,gigi,31
data/yero/raw_landmarks/Resep Obat Sakit Gigi_3.parquet,resep,32
data/yero/raw_landmarks/Resep Obat Sakit Gigi_4.parquet,obat,48
data/yero/raw_landmarks/Resep Obat Sakit Gigi_5.parquet,gigi,24
data/yero/raw_landmarks/Resep Obat Sakit Gigi_6.parquet,resep,36
data/yero/raw_landmarks/Resep Obat Sakit Gigi_7.parquet,obat,23
data/yero/raw_landmarks/Resep Obat Sakit Gigi_8.parquet,gigi,23
data/yero/raw_landmarks/Resep Obat Sakit Gigi_9.parquet,resep,37
data/yero/raw_landmarks/Resep Obat Sakit Gigi_10.parquet,obat,28
data/yero/raw_landmarks/Resep Obat Sakit Gigi_11.parquet,gigi,25
data/yero/raw_landmarks/Resep Obat Sakit Gigi_12.parquet,resep,30
data/yero/raw_landmarks/Resep Obat Sakit Gigi_13.parquet,obat,27
data/yero/raw_landmarks/Resep Obat Sakit Gigi_14.parquet,resep,35
data/yero/raw_landmarks/Resep Obat Sakit Gigi_15.parquet,obat,28
data/yero/raw_landmarks/Resep Obat Sakit Gigi_16.parquet,gigi,34
data/yero/raw_landmarks/Resep Obat Sakit Gigi_17.parquet,resep,34
data/yero/raw_landmarks/Resep Obat Sakit Gigi_18.parquet,obat,32
data/yero/raw_landmarks/Resep Obat Sakit Gigi_19.parquet,gigi,30
data/yero/raw_landmarks/Resep Obat Sakit Gigi_20.parquet,resep,36
data/yero/raw_landmarks/Resep Obat Sakit Gigi_21.parquet,obat,28
data/yero/raw_landmarks/Resep Obat Sakit Gigi_22.parquet,gigi,27
data/yero/raw_landmarks/Minum Obat Batuk_0.parquet,minum,35
data/yero/raw_landmarks/Minum Obat Batuk_1.parquet,obat,29
data/yero/raw_landmarks/Minum Obat Batuk_2.parquet,batuk,45
data/yero/raw_landmarks/Minum Obat Batuk_3.parquet,minum,44
data/yero/raw_landmarks/Minum Obat Batuk_4.parquet,obat,35
data/yero/raw_landmarks/Minum Obat Batuk_5.parquet,batuk,21
data/yero/raw_landmarks/Minum Obat Batuk_6.parquet,minum,39
data/yero/raw_landmarks/Minum Obat Batuk_7.parquet,obat,28
data/yero/raw_landmarks/Minum Obat Batuk_8.parquet,batuk,29
data/yero/raw_landmarks/Minum Obat Batuk_9.parquet,minum,29
data/yero/raw_landmarks/Minum Obat Batuk_10.parquet,obat,23
data/yero/raw_landmarks/Minum Obat Batuk_11.parquet,batuk,18
data/yero/raw_landmarks/Minum Obat Batuk_12.parquet,minum,34
data/yero/raw_landmarks/Minum Obat Batuk_13.parquet,obat,20
data/yero/raw_landmarks/Minum Obat Batuk_14.parquet,batuk,18
data/yero/raw_landmarks/Minum Obat Batuk_15.parquet,minum,30
data/yero/raw_landmarks/Minum Obat Batuk_16.parquet,obat,24
data/yero/raw_landmarks/Minum Obat Batuk_17.parquet,batuk,29
data/yero/raw_landmarks/Minum Obat Saki Gigi_0.parquet,minum,27
data/yero/raw_landmarks/Minum Obat Saki Gigi_1.parquet,obat,21
data/yero/raw_landmarks/Minum Obat Saki Gigi_2.parquet,sakit,26
data/yero/raw_landmarks/Minum Obat Saki Gigi_3.parquet,gigi,19
data/yero/raw_landmarks/Minum Obat Saki Gigi_4.parquet,minum,26
data/yero/raw_landmarks/Minum Obat Saki Gigi_5.parquet,obat,19
data/yero/raw_landmarks/Minum Obat Saki Gigi_6.parquet,sakit,27
data/yero/raw_landmarks/Minum Obat Saki Gigi_7.parquet,gigi,20
data/yero/raw_landmarks/Minum Obat Saki Gigi_8.parquet,minum,21
data/yero/raw_landmarks/Minum Obat Saki Gigi_9.parquet,obat,16
data/yero/raw_landmarks/Minum Obat Saki Gigi_10.parquet,sakit,26
data/yero/raw_landmarks/Minum Obat Saki Gigi_11.parquet,gigi,38
data/yero/raw_landmarks/Minum Obat Saki Gigi_12.parquet,minum,21
data/yero/raw_landmarks/Minum Obat Saki Gigi_13.parquet,obat,17
data/yero/raw_landmarks/Minum Obat Saki Gigi_14.parquet,sakit,30
data/yero/raw_landmarks/Minum Obat Saki Gigi_15.parquet,gigi,21
data/yero/raw_landmarks/Minum Obat Saki Gigi_16.parquet,minum,26
data/yero/raw_landmarks/Minum Obat Saki Gigi_17.parquet,obat,18
data/yero/raw_landmarks/Minum Obat Saki Gigi_18.parquet,sakit,27
data/yero/raw_landmarks/Minum Obat Saki Gigi_19.parquet,gigi,23
data/yero/raw_landmarks/Minum Obat Saki Gigi_20.parquet,minum,24
data/yero/raw_landmarks/Minum Obat Saki Gigi_21.parquet,obat,19
data/yero/raw_landmarks/Minum Obat Saki Gigi_22.parquet,sakit,33
data/yero/raw_landmarks/Minum Obat Saki Gigi_23.parquet,gigi,26
data/yero/raw_landmarks/Minum Obat Saki Gigi_24.parquet,minum,27
data/yero/raw_landmarks/Minum Obat Saki Gigi_25.parquet,obat,20
data/yero/raw_landmarks/Minum Obat Saki Gigi_26.parquet,sakit,24
data/yero/raw_landmarks/Minum Obat Saki Gigi_27.parquet,gigi,23
